201700,ANSC,30290,Agriculture and Food Science,Grassld Mgt & Appl Dairy Nutr,Grassland Management and Applied Dairy Nutrition,5,SEM_2,"This undergraduate module targets students specialising in Dairy Science, and addresses the principles of dairy cow nutrition within grassland systems. It consists of a mix of lecturers, seminars, practicals and field trips on the theory and practice of grassland nutrition based on the latest research information. The dairy cow nutrition component will quantify the basic nutritional requirements of the pasture fed dairy cow, provide methodologies to evaluate nutritional status of dairy herds in practice and examine the opportunities for efficient strategic supplementation at grazing. The grassland component will provide an appreciation of the objectives and management technologies for grazing systems; examine the potential from reseeding and merits of new grass cultivars; investigate strategies to increase nutrient efficiency within pasture systems and identify key performance indicators for high productivity grazing systems.","On completion of this module the students should be able to:
Clearly and concisely explain the key success indicators of pasture based milk production and develop the techniques to critically evaluate the technical efficiency of a grass-based dairy farm; 
Competently understand and apply a variety of modern grazing management technologies throughout the grazing season to achieve high animal performance;
Describe the nutritional status of a dairy herd at a point in time and accurately project the change in feed supply for that herd over time;
Understand and evaluate the nutrient efficiency of a dairy farm system, identify soil fertility limitations and potential mitigation strategies where poor nutrient efficiency is observed."
201700,AESC,30010,Agriculture and Food Science,Scientific Writing & Review,Scientific Writing and Review,5,SEM_2,"This seven-week module facilitates the development of generic skills in scientific writing and literature review. Sources of scientific information will be described, with emphasis on the value of peer-reviewed resources. The use of abstracted or indexed sources of information will be introduced and search operations for the selection of pertinent literature sources from electronic databases will be demonstrated and applied by the students. The module will introduce  students to fundamental differences between scientific writing (e.g. theses, journal articles, technical reports) and other forms of writing (e.g. popular, journalistic, literary, blogs and will explain how to read scientific articles. Principles of scientific writing will be detailed, including linguistic style, citation and bibliography, construction of arguments, structure and sections of scientific texts, using data and graphical information, the peer-review process, plagiarism and publication outlet-specific conventions. Each student will conduct a literature review on a set topic related to their degree programme and produce a written review. As part of this task, they will also engage in a peer-review exercise with their fellow students, giving and receiving feedback on their drafts, and prepare visual material for an oral presentation which they deliver to their peers (in a small group setting) or in recorded video format.","On completion of this module, students should be able to:
- Distinguish between scientific (peer-reviewed) and other sources of information;
- Search electronic databases to find relevant literature on a specific topic;
- Understand the differences between scientific and other forms of writing;
- Write a scientific review paper on a specific topic;
- Prepare and deliver a short oral presentation using PowerPoint or similar software."
201700,AESC,20070,Agriculture and Food Science,Soil Resources,Soil Resources,5,SEM_2,"This module gives a rapid introduction to soils. This is delivered as blended learning, with lectures supported by online materials. Topics are: soil materials; soil vocabularies; soil organic matter; soil biology; soil landscapes in the world and in Ireland; soils in the Anthropocene; and soil materials for landscape architecture.

There will be three practicals, one indoors on soil colour, texture & stucture, and two outdoors on assessing topsoil suitability for plant growth, and interpreting constructed landforms.","The module provides an introduction to soils and soil materials relevant to urban and constructed landscapes for plant growth. On successful completion, students will be able to assess topsoil suitability for plant growth, and to relate soils in landscape architecture with the broader field of soil science."
201700,AESC,20050,Agriculture and Food Science,Applied Zoology,Applied Zoology,5,SEM_2,"This introductory module provides an overview of the biology and ecology of vertebrate and invertebrate animal groups of agricultural, environmental and conservation interest.  The following topics will be covered: I. Introduction to the classification, biology and ecology of the Phylum Arthropoda: structure and function of arthropod anatomy; developmental biology; sensory perception; communication and host recognition; basis of crop pest resistance; practical recognition of arthropod groups. II. Introduction to selected non-arthropod invertebrate groups of agricultural importance (Oligochaeta, Nematoda, Gastropoda): classification, diversity, biology, ecology, importance, practical recognition. III. Introduction to the biology and ecology of vertebrates: identification, ecology, and agricultural and environmental relevance of selected species of birds and mammals. Places on this module are limited (35) by laboratory facilities.","On completion of this module students should be able to:- Describe the biology, ecology and economic importance of major animal groups;- Identify in the field, the major groups of economically and environmentally important animals in terrestrial habitats;- Explain the role and significance of beneficial animal groups in ecosystems."
201700,ANSC,30350,Agriculture and Food Science,Equine Nutrition,Equine Nutrition,5,SEM_2,"This module aims to develop knowledge of equine digestion, nutrition and feeding. It explores the anatomy and physiology of the equine digestive tract. It also covers the different types of ingredients of horse feeds and estimated nutrient requirements. The students will learn how to use laboratory methods for assessing nutritional status.  This module also provides knowledge on how to prepare and recommend rations for horses and ponies, based on the physiological condition of the animal, in health and disease, and targeting the specific activities the animal will perform.","On completion of this module, the student will be able to:
�	Describe protein, carbohydrate and fat metabolism in the horse
�	Discuss the different nutritional requirements of the foal, broodmare and performance horse
�	Outline the common metabolic disorders and developmental diseases in the horse
�	Describe good grassland management procedures for horses
"
201700,ANSC,30340,Agriculture and Food Science,Equine Reprod & Breeding Mangt,Equine Reproduction and Breeding Management,5,SEM_2,"This module is core for Animal Science - Equine students and focuses in detail on the physiology and endocrinology of reproduction and breeding management within the Thoroughbred and Sport Horse industries. The module encompasses lectures on equine seasonality, the hormones of reproduction, ovarian and testicular function, sperm and oocyte development, establishment and maintenance of pregnancy and parturition, neonatal care, and breeding soundness examinations. Emphasis will be placed on the current state of research knowledge in these areas and identification of areas where advances in reproductive knowledge of the equine species need to be made. Topics covered will include current advances in equine reproductive technologies and pharmacological manipulation of the mares reproductive cycle. A written project involving a review of current scientific literature concerning a relevant aspect of equine reproduction will form part of the assessment criteria for this module. Student module feedback has led to the incorporation of two class quizes during the term as part of the module assessment.
This module is a 7 week module and will be assessed at the end of this period (March break). The final Exam takes place during the March mid-term break.","On completion of this module students should be able to: 
Explain the endocrine control of reproduction in the stallion and the mare; 
Discuss factors that influence sperm production, reproductive cycles, ovarian follicular growth and the establishment and maintenance of pregnancy in the horse; 
Evaluate the efficiency and impact of pharmacological manipulation of the mare's reproductive cycle; 
Explain the different management strategies employed for artificial insemination versus natural cover breedings;  Discuss care and management of the young horse; 
Apply knowledge of reproductive physiology to formulate solutions to breeding management problems in horses;
Critcally asses the current state of knowledge in relation to specific equine reproductive topics"
201700,HORT,30040,Agriculture and Food Science,Landscape Management,Landscape Management,5,SEM_2,"The topics discussed during this seven week module are arboriculture to include tree selection, pre and post planting practices, tree surveys and tree surgery. Weed establishment and control in the landscape. Functions and preparation of Landscape Management plans.The beneficial and detrimental effects of plants in the urban landscape. Visits are made to specific areas on Campus and when feasible to off Campus sites in the Dublin area. Some lectures are given by specialists from the landscape profession.    

The end of semester examination will take place during the Spring break, i.e. March.","1. Assess and prepare management plans for amenity landscapes or an agricultural or rural site as appropriate for the individual student.  2. Undertake a tree survey. 3. Discuss various management strategies to assist the establishment of vegetation in hostile urban situations.  4. Be conversant with current research in the area of Urban Forestry and Urban Greening. 
5. Identify and evaluate different weed management strategies."
201700,ANSC,30310,Agriculture and Food Science,Dairy Systems,Dairy Systems,5,SEM_2,"This undergraduate course targets students specialising in Dairy Science and addresses Dairy Systems. It consists of lectures, research seminars, practicals and field trips. The specific Dairy Farm System components addressed in this module include: dairy farm system definition, grass-based dairy systems, TMR systems,  winter milk production, Irish farm systems, international farm systems, farm system appraisal, farm budgeting, modeling milk production systems, Irish models, international models, model application (e.g. EBI), policy, policy interaction with system, farm layout and infrastructure, milking parlour infrastructure and function, energy efficiency, Automated Milking Systems, labour efficiency, people in dairying, careers in dairying and Teagasc Wetland Research programme.","On completion of this course the student should be able to:Outline the key facts about dairy systems and be able to describe a number of production systems.Explain systems of milk production in terms of the applications of key principles, concepts and ideas from the relevant disciplines: be able to deconstruct each system of production into its component parts, and be able to evaluate the significance of the components and their interrelationships to current systems of production.Be able to describe the background to the grass-based milk production systems operated in Ireland.Understand the effects that policy has had on milk production systems and therefore to be able to hypothesize how the system will change in the future.Understand how models have been used in Ireland and internationally to answer key questions within the dairy industry.Offer well-founded advice on sustainable dairy systems, incorporating knowledge of current and future policy constraints.Analyse systems of production both from the biological/technical and financial perspectives, identify their strengths and weaknesses, and make recommendations for remedial action as appropriate.Design a plan for a dairy enterprise from the financial to the physical layout of the farm, and understand the reasons for each of the components.Outline the sources of reliable information relevant to each enterprise."
201700,AESC,30240,Agriculture and Food Science,"Pesticide Use, IPM & the Envir","Pesticide Use, Integrated Pest Management (IPM) and the Environment",5,SEM_2,"This module examines the pest management concept as an alternative to more traditional approaches to pest control that are heavily reliant on pesticide use. The module covers the following topics:

i. A review of population control theory, and the nature and causes of pest population out breaks in agro-ecosystems.

 ii. A review of past pest control strategies and the reasons for the failure of exclusively pesticide based systems using cotton as a case study.

 iii. The concepts, aims and differences between Integrated Pest Control (IPM) and Rational (Supervised) Pest Control.

 iv. The concept and practical evaluation of pest control thresholds; the development of pest monitoring systems, pest forecasting and delivery of practical pest control advice using case studies from Irish, UK and European arable agriculture. 

v. Non-pesticide approaches; biological control using vertebrate, invertebrate and microbial control agents; biological control strategies in different cropping circumstances; classical, augmentative, and inundative techniques; practical production of natural control agents; ecology of natural beneficial pest control agents in Irish crops; crop management for the conservation of natural pest control agents.
 vi. Integration of pest control strategies (chemical, biological, cultural, legislative) in different crop production systems.
","On successful completion of this module students should be able to:

 1. Integrate knowledge of pest population biology, the nature and characteristics of agro-ecosystems and of farm production systems, in order to formulate pest control strategy.
 2. Evaluate and recommend options for the most appropriate control strategy for different major types of crop pest problem in different cropping circumstances.
 3. Undertake the practical development of an effective pest control programme, including the quantification of an economic damage threshold, the use of non-chemical methods and the planning and implementation of an advisory support system for growers. 
"
201700,ANSC,30280,Agriculture and Food Science,Herd Health & Milk Quality,Herd Health & Milk Quality,5,SEM_2,"This undergraduate module targets students specializing in Dairy Management. It consists of nine sections which deal with dairy animal and herd health and milk quality.  Sub-optimal animal and herd health and milk quality can seriously impact the production efficiency and sustainability of dairy farms.  The specific areas covered will include disease recognition, animal health in Ireland, herd infectious diseases, mastitis, milk quality food safety, lameness, animal welfare, calving and calf health and healthy heifer rearing. On completion of the module, students will be equipped with the necessary tools to monitor and control animal health and milk quality on a dairy farm.  The module will include lectures, seminars and practicals on research activities in Teagasc Food Research Centre, Moorepark, Fermoy, Co. Cork.","On completion of this module the students should be able to: Recognise normal and abnormal animal behaviour and clinical signs with a view to recognising conditions that may require veterinary attention; Understand the principles of good stockmanship; Know the animal health status of our national dairy herd; Understand the principles of biosecurity and the influence a well executed biosecurity plan can have on the disease status and profitability of a dairy farm; Understand the basic pathogenesis of economically important infectious diseases that impact Irish dairy herds such as bovine viral diarrhoea (BVD), infectious bovine rhinotracheitis (IBR), leptospirosis, salmonellosis, neosporosis, Johnes disease; About modern disease diagnostic techniques; Understand the principles of disease control; Analyse the economic impact of infectious disease on a farm-specific basis; Understand the basic pathogenesis of parasitic diseases of Irish dairy herds namely, ostertagiosis (roundworm), dictyocaulosis (lungworm), fascioliosis (liver fluke) and rumen fluke;Understand parastire control options; Implement correct milking procedures; Understand and explain milking machine operation and maintenance and how this impacts mastitis levels within a herd; Understand the basis of mastitis control programmes and their implementation at both national and herd level; Implement a farm-specific mastitis control programme via CellCheck; Interpret farm records (e.g. milk recording reports) with the aim of continuously monitoring and improving herd performance; Understand the area of milk quality residues and microbiology; Undertake locomotion scoring and hoof scoring with a view to determining the lameness status of a herd; Understand calving problems, abortion and stillbirth; Rearing a health calf through the first year;Rearing a healthy heifer until calving."
